LBE,CONGRESSIONAL_DISTRICT_CODE,LEGISLATIVE_DISTRICT_CODE,PRECINCT,PARTY,POLLS,EARLY_VOING,ABSENTEE,PROVISIONAL,ELIGIBLE_VOTERS
Calvert,05,27B,002-006,GREEN,0,0,0,0,1
Calvert,05,27B,002-006,LIBERTARIAN,4,2,0,0,13
Calvert,05,27B,002-006,OTHER PARTIES,4,4,1,0,13
Calvert,05,27B,002-006,REPUBLICAN,545,161,29,9,1046
Calvert,05,27B,002-006,UNAFFILIATED,149,56,16,4,473
Calvert,05,27B,002-007,DEMOCRAT,319,97,42,3,669
Calvert,05,27B,002-007,GREEN,1,1,0,0,4
Calvert,05,27B,002-007,LIBERTARIAN,4,2,0,0,15
Calvert,05,27B,002-007,OTHER PARTIES,8,3,0,0,16
Calvert,05,27B,002-007,REPUBLICAN,637,140,38,2,1161
Calvert,05,27B,002-007,UNAFFILIATED,182,46,10,0,427
Calvert,05,27C,002-008,DEMOCRAT,417,247,40,9,1157
Calvert,05,27C,002-008,GREEN,1,0,1,0,7
Calvert,05,27C,002-008,LIBERTARIAN,3,1,1,0,11
Calvert,05,27C,002-008,OTHER PARTIES,6,2,1,0,15
Calvert,05,27C,002-008,REPUBLICAN,626,238,48,12,1424
Calvert,05,27C,002-008,UNAFFILIATED,213,67,14,8,622
Calvert,05,27C,003-001,DEMOCRAT,396,118,26,5,814
Calvert,05,27C,003-001,GREEN,7,1,0,0,12
Calvert,05,27C,003-001,LIBERTARIAN,10,0,1,0,26
Calvert,05,27C,003-001,OTHER PARTIES,3,1,0,0,10
Calvert,05,27C,003-001,REPUBLICAN,412,54,12,13,750
Calvert,05,27C,003-001,UNAFFILIATED,220,37,13,4,524
Calvert,05,27C,003-002,DEMOCRAT,481,176,42,7,1082
Calvert,05,27C,003-002,GREEN,3,2,0,0,7
Calvert,05,27C,003-002,LIBERTARIAN,7,4,0,0,16
Calvert,05,27C,003-002,OTHER PARTIES,4,0,1,1,10
Calvert,05,27C,003-002,REPUBLICAN,463,117,20,3,963
Calvert,05,27C,003-002,UNAFFILIATED,190,43,13,3,523
Calvert,05,27B,003-003,DEMOCRAT,467,259,49,8,1162
Calvert,05,27B,003-003,GREEN,1,0,0,0,4
Calvert,05,27B,003-003,LIBERTARIAN,11,3,1,0,18
Calvert,05,27B,003-003,OTHER PARTIES,6,1,1,0,17
Calvert,05,27B,003-003,REPUBLICAN,566,240,35,11,1264
Calvert,05,27B,003-003,UNAFFILIATED,209,67,16,9,576
Calvert,05,27C,003-004,DEMOCRAT,425,85,23,3,907
Calvert,05,27C,003-004,GREEN,1,1,0,0,11
Calvert,05,27C,003-004,LIBERTARIAN,11,0,1,0,26
Calvert,05,27C,003-004,OTHER PARTIES,5,2,2,0,15
Calvert,05,27C,003-004,REPUBLICAN,557,95,24,4,1057
Calvert,05,27C,003-004,UNAFFILIATED,249,37,10,5,642
Calvert,05,27B,003-005,DEMOCRAT,514,257,49,2,1274
Calvert,05,27B,003-005,GREEN,1,0,0,0,2
Calvert,05,27B,003-005,LIBERTARIAN,7,2,1,0,28
Calvert,05,27B,003-005,OTHER PARTIES,9,4,1,1,22
Calvert,05,27B,003-005,REPUBLICAN,598,195,39,7,1248
Calvert,05,27B,003-005,UNAFFILIATED,187,56,19,3,552
Calvert,05,27B,003-006,DEMOCRAT,411,91,42,11,783
Calvert,05,27B,003-006,GREEN,0,0,0,0,0
Calvert,05,27B,003-006,LIBERTARIAN,12,0,0,2,23
Calvert,05,27B,003-006,OTHER PARTIES,5,2,1,0,15
Calvert,05,27B,003-006,REPUBLICAN,693,106,24,4,1144
Calvert,05,27B,003-006,UNAFFILIATED,193,26,20,3,473
Calvert,05,27B,003-007,DEMOCRAT,446,143,46,5,946
Calvert,05,27B,003-007,GREEN,0,0,0,0,2
Calvert,05,27B,003-007,LIBERTARIAN,3,3,3,0,22
Calvert,05,27B,003-007,OTHER PARTIES,8,2,0,0,19
Calvert,05,27B,003-007,REPUBLICAN,709,190,56,7,1413
Calvert,05,27B,003-007,UNAFFILIATED,228,53,20,5,621
Calvert,05,27C,003-008,DEMOCRAT,581,174,43,14,1178
Calvert,05,27C,003-008,GREEN,5,0,1,0,11
Calvert,05,27C,003-008,LIBERTARIAN,7,1,0,0,20
Calvert,05,27C,003-008,OTHER PARTIES,5,5,2,1,22
Calvert,05,27C,003-008,REPUBLICAN,638,135,29,13,1297
Calvert,05,27C,003-008,UNAFFILIATED,363,65,15,5,808
Calvert,,,Unable to Determine,DEMOCRAT,0,0,0,0,
Calvert,,,Unable to Determine,GREEN,0,0,0,0,
Calvert,,,Unable to Determine,LIBERTARIAN,0,0,0,0,
Calvert,,,Unable to Determine,OTHER PARTIES,0,0,0,0,
Calvert,,,Unable to Determine,REPUBLICAN,0,0,0,0,
Calvert,,,Unable to Determine,UNAFFILIATED,0,0,0,0,
Caroline,01,36,001-001,DEMOCRAT,150,30,6,0,369
Caroline,01,36,001-001,GREEN,1,0,0,0,3
Caroline,01,36,001-001,LIBERTARIAN,3,0,2,1,12
Caroline,01,36,001-001,OTHER PARTIES,5,0,0,0,10
Caroline,01,36,001-001,REPUBLICAN,345,55,5,2,622
Caroline,01,36,001-001,UNAFFILIATED,92,8,1,0,278
Caroline,01,36,002-001,DEMOCRAT,391,189,19,4,1026
Caroline,01,36,002-001,GREEN,0,1,0,0,3
Caroline,01,36,002-001,LIBERTARIAN,2,5,0,0,21
Caroline,01,36,002-001,OTHER PARTIES,10,4,0,0,26
Caroline,01,36,002-001,REPUBLICAN,747,314,22,3,1693
Caroline,01,36,002-001,UNAFFILIATED,236,59,3,2,745
Caroline,01,36,003-001,DEMOCRAT,495,480,58,15,1722
Caroline,01,36,003-001,GREEN,1,1,0,0,5
Caroline,01,36,003-001,LIBERTARIAN,10,2,0,0,28
Caroline,01,36,003-001,OTHER PARTIES,4,2,0,0,17
Caroline,01,36,003-001,REPUBLICAN,677,602,41,18,2022
Caroline,01,36,003-001,UNAFFILIATED,218,117,13,8,888
Caroline,01,37B,004-001,DEMOCRAT,371,100,16,4,834
Caroline,01,37B,004-001,GREEN,0,0,1,0,0
Caroline,01,37B,004-001,LIBERTARIAN,5,0,0,0,10
Caroline,01,37B,004-001,OTHER PARTIES,5,0,0,0,12
Caroline,01,37B,004-001,REPUBLICAN,713,141,41,12,1335
Caroline,01,37B,004-001,UNAFFILIATED,164,23,8,3,460
Caroline,01,37B,005-001,DEMOCRAT,417,62,15,5,1144
Caroline,01,37B,005-001,GREEN,1,0,0,0,5
Caroline,01,37B,005-001,LIBERTARIAN,5,1,0,0,15
Caroline,01,37B,005-001,OTHER PARTIES,3,1,0,0,14
Caroline,01,37B,005-001,REPUBLICAN,529,73,21,15,1064
Caroline,01,37B,005-001,UNAFFILIATED,138,18,3,2,516
Caroline,01,36,006-001,DEMOCRAT,174,100,7,0,441
Caroline,01,36,006-001,GREEN,1,0,0,0,2
Caroline,01,36,006-001,LIBERTARIAN,6,0,0,0,8
Caroline,01,36,006-001,OTHER PARTIES,3,2,0,0,7
Caroline,01,36,006-001,REPUBLICAN,337,200,9,1,784
Caroline,01,36,006-001,UNAFFILIATED,86,37,0,2,263
Caroline,01,36,007-001,DEMOCRAT,365,127,5,8,856
Caroline,01,36,007-001,GREEN,2,0,0,0,4
Caroline,01,36,007-001,LIBERTARIAN,6,0,0,0,15
Caroline,01,36,007-001,OTHER PARTIES,8,0,0,1,15
Caroline,01,36,007-001,REPUBLICAN,587,149,11,8,1122
Caroline,01,36,007-001,UNAFFILIATED,121,28,3,3,411
Caroline,01,36,008-001,DEMOCRAT,154,54,14,2,384
Caroline,01,36,008-001,GREEN,0,0,0,0,3
Caroline,01,36,008-001,LIBERTARIAN,6,0,0,0,14
Caroline,01,36,008-001,OTHER PARTIES,3,2,0,0,8
Caroline,01,36,008-001,REPUBLICAN,372,107,13,1,748
Caroline,01,36,008-001,UNAFFILIATED,86,29,1,2,251
Caroline,,,Unable to Determine,DEMOCRAT,0,0,0,0,
Caroline,,,Unable to Determine,GREEN,0,0,0,0,
Caroline,,,Unable to Determine,LIBERTARIAN,0,0,0,0,
Caroline,,,Unable to Determine,OTHER PARTIES,0,0,0,0,
Caroline,,,Unable to Determine,REPUBLICAN,0,0,0,0,
Caroline,,,Unable to Determine,UNAFFILIATED,0,0,0,0,
Carroll,01,05,001-001,DEMOCRAT,391,126,29,2,904
Carroll,01,05,001-001,GREEN,3,1,0,0,14
Carroll,01,05,001-001,LIBERTARIAN,5,0,0,0,12
Carroll,01,05,001-001,OTHER PARTIES,8,1,0,0,20
Carroll,01,05,001-001,REPUBLICAN,1029,210,57,5,1993
Carroll,01,05,001-001,UNAFFILIATED,230,37,3,0,682
Carroll,01,05,001-002,DEMOCRAT,290,70,12,5,682
Carroll,01,05,001-002,GREEN,2,0,0,0,5
Carroll,01,05,001-002,LIBERTARIAN,6,1,1,0,19
Carroll,01,05,001-002,OTHER PARTIES,2,1,0,0,16
Carroll,01,05,001-002,REPUBLICAN,686,84,10,10,1371
Carroll,01,05,001-002,UNAFFILIATED,188,21,3,0,575
Carroll,08,05,002-001,DEMOCRAT,167,53,5,2,323
Carroll,08,05,002-001,GREEN,1,0,0,0,5
Carroll,08,05,002-001,LIBERTARIAN,1,1,0,0,8
Carroll,08,05,002-001,OTHER PARTIES,1,1,2,0,8
Carroll,08,05,002-001,REPUBLICAN,478,47,9,1,784
Carroll,08,05,002-001,UNAFFILIATED,83,6,2,2,203
Carroll,01,05,002-002,DEMOCRAT,187,43,4,2,360
Carroll,01,05,002-002,GREEN,1,0,0,0,1
Carroll,01,05,002-002,LIBERTARIAN,4,1,1,0,10
Carroll,01,05,002-002,OTHER PARTIES,6,0,0,0,10
Carroll,01,05,002-002,REPUBLICAN,582,103,18,11,987
Carroll,01,05,002-002,UNAFFILIATED,110,22,3,2,301
Carroll,01,05,003-001,DEMOCRAT,337,198,30,0,909
Carroll,01,05,003-001,GREEN,2,3,0,0,9
Carroll,01,05,003-001,LIBERTARIAN,10,2,1,0,22
Carroll,01,05,003-001,OTHER PARTIES,7,3,1,1,21
Carroll,01,05,003-001,REPUBLICAN,1092,343,31,8,2257
Carroll,01,05,003-001,UNAFFILIATED,241,61,12,2,742
Carroll,01,05,004-001,DEMOCRAT,687,332,52,6,1635
Carroll,01,05,004-001,GREEN,3,0,0,0,10
Carroll,01,05,004-001,LIBERTARIAN,18,5,2,0,45
Carroll,01,05,004-001,OTHER PARTIES,15,6,1,0,40
Carroll,01,05,004-001,REPUBLICAN,1570,534,66,16,3184
Carroll,01,05,004-001,UNAFFILIATED,410,103,15,8,1103
Carroll,01,05,004-002,DEMOCRAT,274,135,28,1,614
Carroll,01,05,004-002,GREEN,1,0,0,0,3
Carroll,01,05,004-002,LIBERTARIAN,13,2,0,0,24
Carroll,01,05,004-002,OTHER PARTIES,2,2,2,1,15
Carroll,01,05,004-002,REPUBLICAN,680,227,16,4,1355
Carroll,01,05,004-002,UNAFFILIATED,160,44,6,0,427
Carroll,01,05,004-003,DEMOCRAT,522,275,52,3,1251
Carroll,01,05,004-003,GREEN,2,0,0,0,6
Carroll,01,05,004-003,LIBERTARIAN,17,5,2,0,39
Carroll,01,05,004-003,OTHER PARTIES,13,5,5,0,31
Carroll,01,05,004-003,REPUBLICAN,1302,542,59,7,2737
Carroll,01,05,004-003,UNAFFILIATED,295,95,20,6,896
Carroll,08,09A,005-001,DEMOCRAT,497,126,52,6,955
Carroll,08,09A,005-001,GREEN,4,2,0,0,8
Carroll,08,09A,005-001,LIBERTARIAN,12,2,0,0,29
Carroll,08,09A,005-001,OTHER PARTIES,7,0,3,1,21
Carroll,08,09A,005-001,REPUBLICAN,742,155,38,12,1398
Carroll,08,09A,005-001,UNAFFILIATED,295,52,13,2,708
Carroll,08,05,005-002,DEMOCRAT,672,238,68,5,1378
Carroll,08,05,005-002,GREEN,2,0,0,0,3
Carroll,08,05,005-002,LIBERTARIAN,19,2,0,0,35
Carroll,08,05,005-002,OTHER PARTIES,15,5,4,1,40
Carroll,08,05,005-002,REPUBLICAN,1304,379,53,4,2412
Carroll,08,05,005-002,UNAFFILIATED,433,107,27,1,1017
Carroll,08,05,005-003,DEMOCRAT,373,128,32,4,725
Carroll,08,05,005-003,GREEN,4,0,0,0,9
Carroll,08,05,005-003,LIBERTARIAN,9,2,0,1,24
Carroll,08,05,005-003,OTHER PARTIES,7,6,2,0,30
Carroll,08,05,005-003,REPUBLICAN,728,164,38,11,1243
Carroll,08,05,005-003,UNAFFILIATED,249,61,10,3,572
Carroll,08,09A,005-004,DEMOCRAT,1054,364,114,12,2246
Carroll,08,09A,005-004,GREEN,5,2,0,0,15
Carroll,08,09A,005-004,LIBERTARIAN,31,0,0,0,51
Carroll,08,09A,005-004,OTHER PARTIES,14,13,6,0,62
Carroll,08,09A,005-004,REPUBLICAN,1901,432,85,20,3556
Carroll,08,09A,005-004,UNAFFILIATED,701,125,33,5,1620
Carroll,08,09A,005-005,DEMOCRAT,417,72,34,4,737
Carroll,08,09A,005-005,GREEN,1,1,0,0,3
Carroll,08,09A,005-005,LIBERTARIAN,9,1,0,0,18
Carroll,08,09A,005-005,OTHER PARTIES,11,1,0,0,35
Carroll,08,09A,005-005,REPUBLICAN,646,104,12,4,1147
Carroll,08,09A,005-005,UNAFFILIATED,268,53,4,2,622
Carroll,08,09A,005-006,DEMOCRAT,126,7,14,5,199
Carroll,08,09A,005-006,GREEN,0,0,0,0,0
Carroll,08,09A,005-006,LIBERTARIAN,1,0,0,0,1
Carroll,08,09A,005-006,OTHER PARTIES,4,0,0,0,4
Carroll,08,09A,005-006,REPUBLICAN,141,9,3,6,225
Carroll,08,09A,005-006,UNAFFILIATED,45,2,3,0,66
Carroll,01,05,006-001,DEMOCRAT,552,188,45,1,1250
Carroll,01,05,006-001,GREEN,2,1,0,0,7
Carroll,01,05,006-001,LIBERTARIAN,12,3,0,1,31
Carroll,01,05,006-001,OTHER PARTIES,10,4,4,0,36
Carroll,01,05,006-001,REPUBLICAN,1673,410,74,20,3273
Carroll,01,05,006-001,UNAFFILIATED,372,86,15,3,1058
Carroll,01,05,006-002,DEMOCRAT,510,186,27,3,1075
Carroll,01,05,006-002,GREEN,2,2,0,0,8
Carroll,01,05,006-002,LIBERTARIAN,11,3,1,0,37
Carroll,01,05,006-002,OTHER PARTIES,10,1,1,0,25
Carroll,01,05,006-002,REPUBLICAN,1422,337,41,18,2695
Carroll,01,05,006-002,UNAFFILIATED,314,77,9,9,859
Carroll,08,05,007-001,DEMOCRAT,193,89,17,5,549
Carroll,08,05,007-001,GREEN,0,1,0,0,4
Carroll,08,05,007-001,LIBERTARIAN,8,0,0,0,11
Carroll,08,05,007-001,OTHER PARTIES,7,2,1,0,21
Carroll,08,05,007-001,REPUBLICAN,360,119,25,5,853
Carroll,08,05,007-001,UNAFFILIATED,135,34,3,1,386
Carroll,08,05,007-002,DEMOCRAT,321,181,20,7,868
Carroll,08,05,007-002,GREEN,2,2,0,0,6
Carroll,08,05,007-002,LIBERTARIAN,14,1,0,0,30
Carroll,08,05,007-002,OTHER PARTIES,9,4,0,0,29
Carroll,08,05,007-002,REPUBLICAN,768,315,24,8,1698
Carroll,08,05,007-002,UNAFFILIATED,212,53,4,2,640
Carroll,08,05,007-003,DEMOCRAT,348,283,36,10,1158
Carroll,08,05,007-003,GREEN,1,0,0,0,9
Carroll,08,05,007-003,LIBERTARIAN,7,2,0,0,29
Carroll,08,05,007-003,OTHER PARTIES,7,2,2,0,21
Carroll,08,05,007-003,REPUBLICAN,473,274,19,7,1288
Carroll,08,05,007-003,UNAFFILIATED,195,52,14,8,686
Carroll,08,05,007-004,DEMOCRAT,646,481,58,16,1862
Carroll,08,05,007-004,GREEN,9,4,1,1,30
Carroll,08,05,007-004,LIBERTARIAN,19,4,1,0,43
Carroll,08,05,007-004,OTHER PARTIES,9,6,6,0,47
Carroll,08,05,007-004,REPUBLICAN,1292,621,64,14,3009
Carroll,08,05,007-004,UNAFFILIATED,381,138,16,9,1206
Carroll,08,05,007-005,DEMOCRAT,182,24,12,3,290
Carroll,08,05,007-005,GREEN,0,0,0,0,3
Carroll,08,05,007-005,LIBERTARIAN,0,0,1,0,5
Carroll,08,05,007-005,OTHER PARTIES,1,0,0,0,4
Carroll,08,05,007-005,REPUBLICAN,262,38,9,1,414
Carroll,08,05,007-005,UNAFFILIATED,44,7,3,0,104
Carroll,08,05,007-006,DEMOCRAT,306,164,20,1,739
Carroll,08,05,007-006,GREEN,1,1,1,0,5
Carroll,08,05,007-006,LIBERTARIAN,8,3,1,0,22
Carroll,08,05,007-006,OTHER PARTIES,8,2,2,0,21
Carroll,08,05,007-006,REPUBLICAN,498,276,25,2,1192
Carroll,08,05,007-006,UNAFFILIATED,124,57,5,3,413
Carroll,08,05,007-007,DEMOCRAT,667,301,32,10,1639
Carroll,08,05,007-007,GREEN,6,0,0,0,15
Carroll,08,05,007-007,LIBERTARIAN,22,3,0,0,58
Carroll,08,05,007-007,OTHER PARTIES,8,4,1,0,24
Carroll,08,05,007-007,REPUBLICAN,1193,347,34,6,2505
Carroll,08,05,007-007,UNAFFILIATED,392,104,21,3,1172
Carroll,08,05,007-008,DEMOCRAT,186,82,14,3,443
Carroll,08,05,007-008,GREEN,1,0,0,0,3
Carroll,08,05,007-008,LIBERTARIAN,6,1,0,0,14
Carroll,08,05,007-008,OTHER PARTIES,1,0,0,0,7
Carroll,08,05,007-008,REPUBLICAN,549,162,16,5,1022
Carroll,08,05,007-008,UNAFFILIATED,124,28,6,5,309
Carroll,01,05,008-001,DEMOCRAT,488,189,42,5,1117
Carroll,01,05,008-001,GREEN,2,0,0,0,13
Carroll,01,05,008-001,LIBERTARIAN,11,2,0,1,28
Carroll,01,05,008-001,OTHER PARTIES,10,9,2,0,32
Carroll,01,05,008-001,REPUBLICAN,1340,345,47,12,2525
Carroll,01,05,008-001,UNAFFILIATED,325,80,16,6,870
Carroll,01,05,008-002,DEMOCRAT,348,118,21,3,804
Carroll,01,05,008-002,GREEN,2,1,0,0,6
Carroll,01,05,008-002,LIBERTARIAN,11,2,0,0,23
Carroll,01,05,008-002,OTHER PARTIES,11,1,0,0,20
Carroll,01,05,008-002,REPUBLICAN,970,211,21,2,1876
Carroll,01,05,008-002,UNAFFILIATED,246,50,10,3,655
Carroll,01,05,008-003,DEMOCRAT,333,55,24,2,685
Carroll,01,05,008-003,GREEN,1,0,0,0,3
Carroll,01,05,008-003,LIBERTARIAN,8,2,0,0,24
Carroll,01,05,008-003,OTHER PARTIES,7,4,2,0,20
Carroll,01,05,008-003,REPUBLICAN,743,72,20,9,1304
Carroll,01,05,008-003,UNAFFILIATED,217,20,3,3,543
Carroll,08,05,009-001,DEMOCRAT,363,207,37,9,907
Carroll,08,05,009-001,GREEN,2,1,0,0,5
Carroll,08,05,009-001,LIBERTARIAN,17,3,1,0,38
Carroll,08,05,009-001,OTHER PARTIES,5,4,2,0,22
Carroll,08,05,009-001,REPUBLICAN,1005,435,46,9,2127
Carroll,08,05,009-001,UNAFFILIATED,254,83,14,3,729
Carroll,08,04,009-002,DEMOCRAT,193,106,9,1,477
Carroll,08,04,009-002,GREEN,1,0,0,0,2
Carroll,08,04,009-002,LIBERTARIAN,2,1,0,0,6
Carroll,08,04,009-002,OTHER PARTIES,5,1,1,0,21
Carroll,08,04,009-002,REPUBLICAN,504,174,29,3,1015
Carroll,08,04,009-002,UNAFFILIATED,117,46,7,2,367
Carroll,01,05,010-001,DEMOCRAT,87,13,4,2,186
Carroll,01,05,010-001,GREEN,0,0,0,0,0
Carroll,01,05,010-001,LIBERTARIAN,3,0,0,0,5
Carroll,01,05,010-001,OTHER PARTIES,1,0,0,0,2
Carroll,01,05,010-001,REPUBLICAN,343,33,11,1,575
Carroll,01,05,010-001,UNAFFILIATED,50,4,0,0,149
Carroll,08,05,011-001,DEMOCRAT,258,107,19,6,606
Carroll,08,05,011-001,GREEN,2,0,0,1,6
Carroll,08,05,011-001,LIBERTARIAN,10,1,2,0,24
Carroll,08,05,011-001,OTHER PARTIES,7,3,1,0,19
Carroll,08,05,011-001,REPUBLICAN,760,199,21,8,1498
Carroll,08,05,011-001,UNAFFILIATED,182,49,5,2,530
Carroll,08,05,012-001,DEMOCRAT,122,20,2,0,259
Carroll,08,05,012-001,GREEN,0,0,0,0,2
Carroll,08,05,012-001,LIBERTARIAN,2,0,0,0,10
Carroll,08,05,012-001,OTHER PARTIES,3,0,0,0,5
Carroll,08,05,012-001,REPUBLICAN,273,31,5,4,501
Carroll,08,05,012-001,UNAFFILIATED,63,2,0,1,184
Carroll,08,04,013-001,DEMOCRAT,962,240,97,8,1964
Carroll,08,04,013-001,GREEN,4,2,0,0,14
Carroll,08,04,013-001,LIBERTARIAN,19,4,1,1,44
Carroll,08,04,013-001,OTHER PARTIES,16,7,6,1,46
Carroll,08,04,013-001,REPUBLICAN,2098,347,70,15,3895
Carroll,08,04,013-001,UNAFFILIATED,619,93,33,11,1568
Carroll,08,05,014-001,DEMOCRAT,393,146,26,0,771
Carroll,08,05,014-001,GREEN,1,0,2,0,8
Carroll,08,05,014-001,LIBERTARIAN,12,6,0,1,30
Carroll,08,05,014-001,OTHER PARTIES,4,4,0,0,14
Carroll,08,05,014-001,REPUBLICAN,783,238,25,8,1493
Carroll,08,05,014-001,UNAFFILIATED,211,48,6,2,526
Carroll,08,09A,014-002,DEMOCRAT,588,333,52,3,1440
Carroll,08,09A,014-002,GREEN,2,1,0,0,11
Carroll,08,09A,014-002,LIBERTARIAN,20,2,1,0,50
Carroll,08,09A,014-002,OTHER PARTIES,10,15,4,0,43
Carroll,08,09A,014-002,REPUBLICAN,1418,554,73,6,3047
Carroll,08,09A,014-002,UNAFFILIATED,410,138,23,2,1131
Carroll,08,05,014-003,DEMOCRAT,67,42,9,0,191
Carroll,08,05,014-003,GREEN,3,0,0,0,3
Carroll,08,05,014-003,LIBERTARIAN,4,0,0,0,6
Carroll,08,05,014-003,OTHER PARTIES,1,1,0,0,3
Carroll,08,05,014-003,REPUBLICAN,209,84,11,1,454
Carroll,08,05,014-003,UNAFFILIATED,74,24,0,1,197
Carroll,,,Unable to Determine,DEMOCRAT,0,0,0,4,
Carroll,,,Unable to Determine,GREEN,0,0,0,0,
Carroll,,,Unable to Determine,LIBERTARIAN,0,0,0,0,
Carroll,,,Unable to Determine,OTHER PARTIES,0,0,0,1,
Carroll,,,Unable to Determine,REPUBLICAN,0,0,0,3,
Carroll,,,Unable to Determine,UNAFFILIATED,0,0,0,1,
Cecil,01,36,001-001,DEMOCRAT,472,108,27,2,1069
Cecil,01,36,001-001,GREEN,1,0,0,0,1
Cecil,01,36,001-001,LIBERTARIAN,14,2,0,0,28
Cecil,01,36,001-001,OTHER PARTIES,18,0,2,0,32
Cecil,01,36,001-001,REPUBLICAN,733,132,28,3,1393
Cecil,01,36,001-001,UNAFFILIATED,256,25,9,0,642
Cecil,01,36,002-001,DEMOCRAT,261,98,17,9,602
Cecil,01,36,002-001,GREEN,4,0,2,0,10
Cecil,01,36,002-001,LIBERTARIAN,12,2,0,0,17
Cecil,01,36,002-001,OTHER PARTIES,10,2,1,0,22
Cecil,01,36,002-001,REPUBLICAN,409,118,19,7,850
Cecil,01,36,002-001,UNAFFILIATED,151,39,4,3,418
Cecil,01,36,002-002,DEMOCRAT,220,121,15,1,637
Cecil,01,36,002-002,GREEN,1,0,0,0,2
Cecil,01,36,002-002,LIBERTARIAN,6,1,0,0,11
Cecil,01,36,002-002,OTHER PARTIES,6,4,2,0,17
Cecil,01,36,002-002,REPUBLICAN,360,144,16,3,852
Cecil,01,36,002-002,UNAFFILIATED,139,28,9,0,424
Cecil,01,36,003-001,DEMOCRAT,558,257,24,19,1691
Cecil,01,36,003-001,GREEN,3,1,1,0,11
Cecil,01,36,003-001,LIBERTARIAN,6,0,1,0,28
Cecil,01,36,003-001,OTHER PARTIES,8,10,0,0,37
Cecil,01,36,003-001,REPUBLICAN,481,273,22,12,1323
Cecil,01,36,003-001,UNAFFILIATED,256,63,5,3,947
Cecil,01,35A,003-002,DEMOCRAT,138,97,10,2,498
Cecil,01,35A,003-002,GREEN,2,0,0,0,3
Cecil,01,35A,003-002,LIBERTARIAN,2,2,0,0,10
Cecil,01,35A,003-002,OTHER PARTIES,5,0,1,0,11
Cecil,01,35A,003-002,REPUBLICAN,263,150,10,0,725
Cecil,01,35A,003-002,UNAFFILIATED,88,32,3,0,336
Cecil,01,36,003-003,DEMOCRAT,396,245,30,8,1431
Cecil,01,36,003-003,GREEN,1,0,0,0,13
Cecil,01,36,003-003,LIBERTARIAN,8,4,0,0,28
Cecil,01,36,003-003,OTHER PARTIES,9,4,0,0,24
Cecil,01,36,003-003,REPUBLICAN,398,227,22,4,1192
Cecil,01,36,003-003,UNAFFILIATED,180,65,8,5,826
Cecil,01,35A,003-004,DEMOCRAT,37,38,2,0,224
Cecil,01,35A,003-004,GREEN,0,0,0,0,1
Cecil,01,35A,003-004,LIBERTARIAN,0,0,0,0,3
Cecil,01,35A,003-004,OTHER PARTIES,1,1,0,0,4
Cecil,01,35A,003-004,REPUBLICAN,89,34,3,0,261
Cecil,01,35A,003-004,UNAFFILIATED,20,11,1,0,125
Cecil,01,35A,003-005,DEMOCRAT,152,73,11,6,473
Cecil,01,35A,003-005,GREEN,0,0,0,0,5
Cecil,01,35A,003-005,LIBERTARIAN,2,0,0,0,4
Cecil,01,35A,003-005,OTHER PARTIES,0,4,0,0,8
Cecil,01,35A,003-005,REPUBLICAN,110,60,8,2,334
Cecil,01,35A,003-005,UNAFFILIATED,49,16,3,1,257
Cecil,01,35A,003-006,DEMOCRAT,241,106,9,3,642
Cecil,01,35A,003-006,GREEN,1,0,0,0,6
Cecil,01,35A,003-006,LIBERTARIAN,4,1,0,0,13
Cecil,01,35A,003-006,OTHER PARTIES,5,4,1,0,21
Cecil,01,35A,003-006,REPUBLICAN,451,150,9,0,979
Cecil,01,35A,003-006,UNAFFILIATED,147,28,6,0,453
Cecil,01,36,003-007,DEMOCRAT,334,168,20,4,1111
Cecil,01,36,003-007,GREEN,0,0,0,0,4
Cecil,01,36,003-007,LIBERTARIAN,4,0,0,0,20
Cecil,01,36,003-007,OTHER PARTIES,5,0,0,0,14
Cecil,01,36,003-007,REPUBLICAN,224,119,13,1,684
Cecil,01,36,003-007,UNAFFILIATED,123,16,7,1,473
Cecil,01,35A,004-001,DEMOCRAT,551,233,49,2,1259
Cecil,01,35A,004-001,GREEN,3,2,0,0,10
Cecil,01,35A,004-001,LIBERTARIAN,9,1,2,0,23
Cecil,01,35A,004-001,OTHER PARTIES,17,3,0,0,33
Cecil,01,35A,004-001,REPUBLICAN,792,277,41,4,1701
Cecil,01,35A,004-001,UNAFFILIATED,355,84,19,3,938
Cecil,01,35A,004-002,DEMOCRAT,361,102,26,3,901
Cecil,01,35A,004-002,GREEN,2,0,0,0,8
Cecil,01,35A,004-002,LIBERTARIAN,5,0,0,0,16
Cecil,01,35A,004-002,OTHER PARTIES,9,2,0,0,19
Cecil,01,35A,004-002,REPUBLICAN,231,65,14,3,560
Cecil,01,35A,004-002,UNAFFILIATED,140,38,6,4,484
Cecil,01,35A,005-001,DEMOCRAT,244,136,12,4,777
Cecil,01,35A,005-001,GREEN,2,0,0,0,2
Cecil,01,35A,005-001,LIBERTARIAN,4,1,0,0,12
Cecil,01,35A,005-001,OTHER PARTIES,10,6,0,0,32
Cecil,01,35A,005-001,REPUBLICAN,375,192,12,9,993
Cecil,01,35A,005-001,UNAFFILIATED,130,56,0,4,568
Cecil,01,35A,005-002,DEMOCRAT,333,124,25,8,856
Cecil,01,35A,005-002,GREEN,2,0,0,0,5
Cecil,01,35A,005-002,LIBERTARIAN,10,0,0,0,25
